代碼,學系,國,英,數甲,數乙,物,化,生,歷,地,公
04536,國際觀光餐旅學系(國際學院),x1.00,x2.00,--,--,--,--,--,x1.50,x1.50,--
04537,化學工程學系乙組,x2.00,--,--,--,--,x1.75,x2.00,--,--,--
04538,電子工程學系微電腦應用組,x2.00,--,x2.00,--,x1.75,--,--,--,--,--
04539,電影與電視學系編導製片組,x2.00,x1.50,--,x1.00,--,--,--,x1.75,--,--
04540,數位多媒體設計學系,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
04541,廚藝學系中西廚藝組,x2.00,x1.00,--,--,--,--,--,x2.00,x1.50,--
04542,創意商品設計學系,x2.00,x1.00,--,--,--,--,--,x2.00,x1.75,--
04543,娛樂事業管理學系影視娛樂組(國際學院),x1.00,x2.00,--,--,--,--,--,x2.00,--,x1.50
04544,土木與生態工程學系,x2.00,--,--,--,x1.75,x2.00,--,--,--,--
04545,財務金融管理學系金融科技組,x2.00,--,--,x1.00,--,--,--,--,x2.00,x2.00
04546,資訊管理學系大數據與雲端運算服務組,x2.00,--,--,x1.00,--,--,--,x2.00,x2.00,--
04547,會計學系管理應用組,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
04549,營養學系食品營養組,x2.00,--,--,--,--,x1.00,x2.00,--,--,--
04550,生物科技學系食品生技組,x2.00,x1.00,--,--,--,x2.00,x2.00,--,--,--
04551,資訊工程學系資訊應用組,x2.00,x1.50,--,x2.00,--,--,--,--,--,--
04552,通訊工程學系智慧網通科技組,x2.00,--,x2.00,--,x1.75,--,--,--,--,--
04553,材料科學與工程學系乙組,x2.00,x2.00,--,x1.75,--,--,--,--,--,--
04554,財務與計算數學系乙組,x2.00,x1.50,--,x2.00,--,--,--,--,--,--
04556,智慧化自動控制英語學士學位學程,x2.00,x2.00,x1.75,--,--,--,--,--,--,--
04561,餐旅管理學系旅館管理組,x2.00,x1.00,--,--,--,--,--,x1.00,x2.00,--
04562,休閒事業管理學系休閒產業經營組,x1.75,--,--,--,--,--,--,x2.00,x2.00,--
04564,廚藝學系烘焙廚藝組,x2.00,x1.00,--,--,--,--,--,x1.50,x2.00,--
04566,國際財務金融學系財務投資組(國際學院),x2.00,x2.00,--,x2.00,--,--,--,--,x1.00,--
04567,娛樂事業管理學系活動策展組(國際學院),x1.00,x2.00,--,--,--,--,--,--,x2.00,x1.50
04571,電影與電視學系影視技術組,x2.00,x1.00,--,x1.50,--,--,--,x1.75,--,--
04573,生物醫學工程學系生醫技術應用組,x2.00,--,--,x1.00,--,x2.00,x2.00,--,--,--
04574,企業管理學系行銷管理組,x2.00,x1.00,--,--,--,--,--,x1.75,x2.00,--
04575,醫學系(公費生),--,x1.50,x1.00,--,x1.00,x1.00,x1.50,--,--,--
04576,醫學檢驗技術學系,x1.00,x2.00,--,--,--,x2.00,x2.00,--,--,--
04577,傳播產製英語學士學位學程,x2.00,x2.00,--,--,--,--,--,x1.50,--,--
04701,中國文學系,x2.00,x1.00,--,--,--,--,--,x1.00,--,--
04702,英語學系,x1.50,x2.00,--,--,--,--,--,x1.00,--,--
04703,日本語文學系,x2.00,x1.50,--,--,--,--,--,x1.00,x2.00,--
04704,口語傳播暨社群媒體學系,x2.00,x2.00,--,--,--,--,--,x2.00,--,x1.00
04705,公共關係暨廣告學系,x2.00,x2.00,--,--,--,--,--,x2.00,--,x1.00
04706,資訊管理學系網路科技組,x2.00,x1.75,--,x2.00,--,--,--,--,--,--
04707,企業管理學系,x2.00,x1.00,--,--,--,--,--,x1.75,--,x1.75
04708,數位多媒體設計學系遊戲設計組,x2.00,x1.00,--,--,--,--,--,x2.00,x1.00,x1.00
04709,新聞學系,x2.00,x2.00,--,--,--,--,--,x2.00,--,x1.00
04710,觀光學系觀光規劃暨資源管理組,x2.00,x2.00,--,x1.00,--,--,--,x1.00,x2.00,--
04711,廣播電視電影學系電視組,x2.00,x2.00,--,--,--,--,--,x1.00,x1.00,x1.00
04713,廣播電視電影學系電影組,x2.00,x2.00,--,--,--,--,--,x1.00,x1.00,x1.00
04714,廣播電視電影學系廣播組,x2.00,x2.00,--,--,--,--,--,x1.00,x1.00,x1.00
04715,法律學系,x1.00,x1.00,--,x1.00,--,--,--,x1.00,--,x1.00
04716,社會心理學系,x1.50,x1.50,--,x1.50,--,--,--,--,--,x1.00
04717,行政管理學系,x2.00,x1.50,--,--,--,--,--,--,--,x1.75
04718,財務金融學系,x1.00,x1.00,--,x1.00,--,--,--,x1.00,x1.00,--
04719,傳播管理學系,x2.00,x2.00,--,x1.00,--,--,--,x2.00,--,x1.00
04721,經濟學系,x2.00,x1.00,--,x1.50,--,--,--,--,--,--
04723,資訊傳播學系,x2.00,x1.00,--,x1.00,--,--,--,--,--,x2.00
04724,資訊管理學系資訊管理組,x2.00,x1.75,--,x2.00,--,--,--,--,--,--
04726,觀光學系旅遊暨休閒事業管理組,x2.00,x2.00,--,x1.00,--,--,--,x1.00,x2.00,--
04727,觀光學系餐旅經營管理組,x2.00,x2.00,--,x1.00,--,--,--,x1.00,x2.00,--
04729,圖文傳播暨數位出版學系,x2.00,x2.00,--,x1.00,--,--,--,x1.00,--,x1.00
04731,數位多媒體設計學系動畫設計組,x2.00,x2.00,--,--,--,--,--,x1.00,--,--
04732,資訊管理學系資訊科技組,x2.00,x1.75,--,x2.00,--,--,--,--,--,--
04601,資訊傳播工程學系(桃園校區),x2.00,x1.00,--,x1.00,--,--,--,--,--,--
04602,新媒體暨傳播管理學系(台北校區),x2.00,x2.00,--,--,--,--,--,x1.00,--,--
04603,應用統計與資料科學學系應用統計組(桃園校區),x2.00,--,--,x1.50,--,--,--,--,--,x1.00
04604,應用中國文學系文教組(桃園校區),x2.00,--,--,--,--,--,--,x1.50,--,x1.00
04605,應用日語學系(桃園校區),x2.00,--,--,--,--,--,--,x1.50,--,x1.00
04606,應用英語學系英語教學與文化溝通組(桃園校區),x1.50,x2.00,--,--,--,--,--,--,--,x1.50
04607,法律學系(台北校區),x2.00,x1.50,--,--,--,--,--,x1.00,--,x1.00
04608,企業管理學系品牌行銷組(台北校區),x2.00,x1.00,--,--,--,--,--,x2.00,--,--
04609,犯罪防治學系(桃園校區),x2.00,x1.00,--,--,--,--,--,--,--,x2.00
04610,風險管理與保險學系保險金融與行銷組(台北校區),x2.00,--,--,--,--,--,--,x2.00,--,x1.00
04611,財金法律學系(台北校區),x2.00,x2.00,--,--,--,--,--,--,--,x1.50
04612,財務金融學系財務金融組(台北校區),x2.00,x2.00,--,x1.00,--,--,--,--,--,--
04613,廣播電視學系(台北校區),x2.00,--,--,--,--,--,--,x1.00,--,x2.00
04614,商品設計學系(桃園校區),x1.25,x1.25,--,--,--,--,--,x1.00,--,x1.00
04615,商業設計學系(桃園校區),x2.00,x2.00,--,--,--,--,--,--,--,x1.00
04616,國際企業學系跨境電商經營組(台北校區),x1.50,x1.25,--,x1.00,--,--,--,--,--,--
04617,廣告暨策略行銷學系(台北校區),x2.00,x1.00,--,--,--,--,--,x1.75,--,x2.00
04618,會計學系會計審計組(台北校區),x1.50,x1.00,--,x1.25,--,--,--,x1.25,--,--
04619,新聞學系(台北校區),x2.00,x1.50,--,--,--,--,--,x1.50,--,x1.00
04620,經濟與金融學系金融理財組(桃園校區),x2.00,x1.00,--,x1.00,--,--,--,--,--,--
04621,資訊管理學系雲端技術管理組(桃園校區),x2.00,x1.75,--,--,--,--,--,--,--,x1.75
04622,數位媒體設計學系多媒體遊戲組(桃園校區),x1.50,x1.50,--,--,--,--,--,x1.00,--,--
04623,觀光事業學系(桃園校區),x1.50,x1.00,--,--,--,--,--,x1.00,x2.00,x2.00
04624,建築學系(桃園校區),x2.00,x2.00,--,x1.00,--,--,--,--,--,--
04625,企業管理學系企業管理組(台北校區),x2.00,x1.00,--,x1.00,--,--,--,--,--,x1.00
04626,餐旅管理學系(桃園校區),x1.75,x1.00,--,--,--,--,--,x1.00,x2.00,x2.00
04627,電子工程學系半導體光電組(桃園校區),x2.00,x1.50,--,x1.00,--,--,--,--,--,--
04628,資訊管理學系巨量資料管理組(桃園校區),x2.00,--,--,x1.75,--,--,--,--,--,x1.75
04629,醫療資訊與管理學系(桃園校區),x2.00,x1.00,--,--,--,--,--,--,--,x1.00
04630,生物科技學系(桃園校區),x1.50,x2.00,--,x2.00,--,--,--,--,--,--
04631,公共事務學系公共管理組(桃園校區),x2.00,x1.00,--,--,--,--,--,--,--,x2.00
04632,都市規劃與防災學系(桃園校區),x2.00,x1.00,--,--,--,--,--,--,--,x2.00
04633,諮商與工商心理學系(桃園校區),x1.00,x2.00,--,x1.00,--,--,--,--,--,x2.00
04634,生物醫學工程學系專利醫材組(桃園校區),x2.00,x1.75,--,x1.75,--,--,--,--,--,--
04635,華語文教學學系應用語言組(桃園校區),x2.00,x1.50,--,--,--,--,--,--,--,x1.50
04636,國際企業學系外貿行銷管理組(台北校區),x1.25,x1.25,--,--,--,--,--,x1.00,--,--
04637,財務金融學系國際金融管理組(台北校區),x2.00,x2.00,--,--,--,--,--,x1.00,--,--
04638,數位媒體設計學系動畫影視組(桃園校區),x1.50,x1.50,--,--,--,--,--,x1.00,x1.00,--
04639,休閒遊憩管理學系(桃園校區),x1.50,--,--,--,--,--,--,--,x1.50,x2.00
04640,資訊工程學系(桃園校區),x1.75,x1.75,--,x2.00,--,--,--,--,--,--
04641,資訊管理學系電子商務管理組(桃園校區),x2.00,x1.75,--,--,--,--,--,x1.75,--,--
04642,電腦與通訊工程學系(桃園校區),x2.00,x1.75,--,x2.00,--,--,--,--,--,--
04643,電子工程學系計算機應用組(桃園校區),x2.00,x1.50,--,x2.00,--,--,--,--,--,--
04644,國際企業學系全球運籌營運組(台北校區),x1.25,x1.25,--,--,--,--,--,x1.50,--,--
04645,生物醫學工程學系智慧醫療組(桃園校區),x2.00,x1.75,--,x2.00,--,--,--,--,--,--
04646,國際企業與貿易學士學位學程(全英語授課．台北校區),x1.00,x2.00,--,--,--,--,--,--,--,x1.00
04647,金融科技應用學士學位學程(桃園校區),x2.00,x1.00,--,--,--,--,--,--,--,x1.50
04648,動漫文創設計學士學位學程(桃園校區),x1.50,x1.50,--,--,--,--,--,x1.00,x1.00,--
04649,國際事務與外交學士學位學程(全英語授課．桃園校區),x1.50,x2.00,--,--,--,--,--,x1.50,--,--
04650,會計學系稅務規劃組(台北校區),x1.50,x1.00,--,--,--,--,--,x1.25,--,--
04651,風險管理與保險學系風險管理組(台北校區),x2.00,--,--,--,--,--,--,x1.00,--,x2.00
04652,應用統計與資料科學學系大數據管理組(桃園校區),x2.00,--,--,x1.00,--,--,--,--,--,x1.50
04653,經濟與金融學系應用經濟組(桃園校區),x2.00,x1.00,--,x1.00,--,--,--,--,--,--
04654,企業管理學系數位經營組(台北校區),x2.00,--,--,x1.00,--,--,--,--,--,x2.00
04655,應用中國文學系文創組(桃園校區),x2.00,x1.00,--,--,--,--,--,x1.50,--,--
04656,應用英語學系英語商務與觀光組(桃園校區),x1.50,x2.00,--,--,--,--,--,x1.50,--,--
04657,華語文教學學系創新教學組(桃園校區),x1.50,x2.00,--,--,--,--,--,x1.50,--,--
04658,公共事務學系專案管理組(桃園校區),x2.00,x1.00,--,--,--,--,--,--,--,x1.00
04659,新聞與大眾傳播學士學位學程(全英語授課．台北校區),x1.50,x2.00,--,--,--,--,--,--,--,x1.50
04660,時尚與創新管理學士學位學程(全英語授課．台北校區),x1.00,x2.00,--,--,--,--,--,--,--,x1.00
04661,資訊科技應用與管理學士學位學程(全英語授課．桃園校區),x1.50,x2.00,--,--,--,--,--,--,--,x1.00
05101,社會工作學系(B組),x2.00,x1.00,--,--,--,--,--,x2.00,--,x2.00
05102,土地管理與開發學系,x2.00,x1.00,--,x1.00,--,--,--,x2.00,x2.00,--
05103,財務金融學系,x2.00,x1.00,--,x1.00,--,--,--,--,--,--
05104,國際企業學系,x2.00,x1.00,--,x1.00,--,--,--,--,--,--
05106,會計資訊學系,x2.00,x1.00,--,x1.00,--,--,--,x2.00,x2.00,--
05107,應用哲學系(公共參與組),x2.00,x1.00,--,x1.00,--,--,--,x1.00,--,x1.00
05109,創新應用管理學系,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
05110,蘭花產業應用學士學位學程(蘭花國際行銷組),x2.00,x2.00,--,--,--,--,--,x2.00,x1.00,--
05111,職業安全與衛生學系(社會組),x2.00,x1.00,--,--,--,--,--,x2.00,--,--
05112,職業安全與衛生學系(自然組),x2.00,x2.00,--,--,--,x1.00,--,--,--,--
05113,護理學系,x1.00,x2.00,--,--,--,--,x2.00,--,--,--
05114,運動競技學系,x2.00,--,--,--,--,--,--,x2.00,x1.00,--
05115,醫務管理學系(健康資訊服務組),x1.50,x1.50,--,x2.00,--,--,--,--,--,--
05116,企業管理學系,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
05117,綠能與環境資源學系(自然組),x2.00,x2.00,x2.00,--,x1.00,--,--,--,--,--
05118,大眾傳播學系,x2.00,x1.00,--,--,--,--,--,x2.00,x1.00,--
05119,資訊暨設計學院學士班媒體設計組,x2.00,x2.00,--,x1.00,--,--,--,x2.00,--,--
05120,翻譯學系,x2.00,x2.00,--,--,--,--,--,x2.00,x1.00,--
05121,航運管理學系,x2.00,x2.00,--,x1.00,--,--,--,x1.00,x2.00,--
05122,應用日語學系,x2.00,x2.00,--,--,--,--,--,x2.00,x1.00,x1.00
05123,美術學系,x2.00,x1.00,--,--,--,--,--,x1.50,x1.00,--
05125,觀光與餐飲管理學系,x2.00,x1.00,--,x1.00,--,--,--,--,--,--
05126,資訊暨設計學院學士班資訊工程組,x2.00,x1.75,x2.00,--,--,--,--,--,--,--
05127,保健營養學系,x2.00,x1.00,x1.00,--,--,x2.00,x2.00,--,--,--
05128,健康心理學系,x2.00,x2.00,x1.00,--,--,--,x2.00,--,--,--
05129,資訊暨設計學院學士班數位內容設計組,x2.00,x1.00,--,x1.00,--,--,--,x2.00,x2.00,--
05130,蘭花產業應用學士學位學程(蘭花生技組),x2.00,x2.00,--,--,--,x2.00,x1.00,--,--,--
05131,醫藥科學產業學系,x2.00,x1.75,x1.50,--,--,--,--,--,--,--
05133,無人機應用學士學位學程,x2.00,x2.00,x2.00,--,x1.00,--,--,--,--,--
05134,綠能與環境資源學系(社會組),x2.00,x2.00,--,--,--,--,--,x1.00,x2.00,--
05136,環境與食品安全檢驗學士學位學程(環境檢驗組),x2.00,x1.00,x2.00,--,--,x2.00,--,--,--,--
05137,台灣文化創意產業學士學位學程,x1.50,--,--,--,--,--,--,x2.00,x2.00,--
05138,資訊暨設計學院學士班互動設計組,x2.00,x2.00,x1.00,--,--,--,--,--,--,--
05143,醫務管理學系(醫院經營管理組),x2.00,x2.00,--,--,--,--,--,x2.00,x1.00,--
05144,醫務管理學系(長照機構管理組),x2.00,x2.00,--,x2.00,--,--,--,--,x1.00,--
05145,生物科技學系,x2.00,x1.00,x1.00,--,--,x2.00,x2.00,--,--,--
05146,環境與食品安全檢驗學士學位學程(食品檢驗組),x2.00,x1.00,x2.00,--,--,--,x2.00,--,--,--
05147,環境與食品安全檢驗學士學位學程(食品安全管理組),x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
05149,消防安全學士學位學程(自然組),x2.00,x1.50,--,--,--,x2.00,--,--,--,--
05150,社會工作學系(C組),x2.00,x1.00,--,--,--,--,--,x2.00,--,x2.00
05153,應用哲學系(社會關懷組),x1.00,x1.00,--,x1.00,--,--,--,x1.00,--,x2.00
05154,資訊暨設計學院學士班資訊管理組,x2.00,--,--,x1.00,--,--,--,x2.00,x2.00,--
05156,醫學社會暨健康照護學士學位學程(健康照護組),x2.00,x2.00,--,--,--,--,x1.00,--,--,--
05157,醫學社會暨健康照護學士學位學程(醫學社會組),x2.00,x2.00,--,--,--,--,--,x1.00,x1.00,--
05158,東南亞文化與產業學士學位學程,x1.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
05162,資訊暨設計學院學士班(不分系),x1.00,x1.00,--,x2.00,--,--,--,--,--,--
05163,書畫藝術學系(乙組),x2.00,x1.00,--,--,--,--,--,x1.00,--,--
05164,消防安全學士學位學程(社會組),x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
05167,社會工作學系(A組),x2.00,x1.00,--,--,--,--,--,x2.00,--,x2.00
05001,工業產品設計學系(臺北校區),x1.00,x2.00,--,x2.00,--,--,--,--,--,--
05002,餐飲管理學系(臺北校區),x1.00,x1.50,--,x1.00,--,--,--,--,--,--
05003,服裝設計學系(臺北校區),x2.00,x2.00,--,x1.00,--,--,--,--,--,--
05004,社會工作學系(臺北校區),x2.00,x2.00,--,--,--,--,--,--,--,x1.50
05005,建築設計學系(臺北校區),x2.00,x2.00,--,--,--,--,--,x1.00,x1.00,x1.00
05007,媒體傳達設計學系數位3D動畫設計組(臺北校區),x2.00,x2.00,--,x1.00,--,--,--,--,--,--
05008,食品營養與保健生技學系(臺北校區),x1.00,x2.00,--,--,--,x2.00,x2.00,--,--,--
05009,國際經營與貿易學系(臺北校區),x1.50,x1.50,--,x1.00,--,--,--,x1.00,x1.00,--
05010,資訊科技與管理學系(臺北校區),x1.75,x2.00,--,x2.00,--,--,--,--,--,--
05011,資訊管理學系數位金融組(高雄校區),x2.00,x1.75,--,x2.00,--,--,--,--,--,--
05012,應用外語學系(臺北校區),x1.50,x2.00,--,--,--,--,--,x1.00,--,--
05013,觀光管理學系國際領隊與導遊組(高雄校區),x2.00,x1.50,--,--,--,--,--,--,x2.00,--
05014,企業管理學系(臺北校區),x2.00,x1.50,--,x1.00,--,--,--,x1.00,x1.00,--
05015,資訊科技與通訊學系App設計組(高雄校區),x2.00,x2.00,--,x1.75,--,--,--,--,--,--
05016,服飾設計與經營學系(高雄校區),x2.00,x1.00,--,--,--,--,--,x1.00,--,--
05017,風險管理與保險學系(臺北校區),x2.00,--,--,--,--,--,--,x1.00,x1.00,--
05018,財務金融學系(臺北校區),x1.00,x1.00,--,--,--,--,--,x1.00,x1.00,--
05019,應用日文學系(高雄校區),x1.00,--,--,--,--,--,--,x2.00,--,x2.00
05020,國際貿易學系(高雄校區),x2.00,x2.00,--,--,--,--,--,--,x1.00,x1.00
05021,會計學系(臺北校區),x1.50,x1.50,--,x1.00,--,--,--,x1.00,x1.00,--
05022,應用英語學系(高雄校區),--,x1.00,--,--,--,--,--,x2.00,--,x2.00
05023,會計暨稅務學系財富管理組(高雄校區),x2.00,x1.00,--,--,--,--,--,x1.00,--,--
05024,媒體傳達設計學系創意媒體設計組(臺北校區),x2.00,x2.00,--,x1.00,--,--,--,--,--,--
05025,家庭研究與兒童發展學系(臺北校區),x2.00,x2.00,--,x1.00,--,--,--,--,--,--
05026,金融管理學系投資操作組(高雄校區),x2.00,--,--,--,--,--,--,x2.00,x1.75,--
05027,國際企業管理學系(高雄校區),x2.00,--,--,--,--,--,--,x1.50,x2.00,--
05028,行銷管理學系百貨服務業管理組(高雄校區),x2.00,x1.00,--,--,--,--,--,x2.00,--,--
05029,電腦動畫學士學位學程(高雄校區),x2.00,x2.00,--,x1.75,--,--,--,--,--,--
05030,資訊模擬與設計學系電腦動畫設計組(高雄校區),x2.00,--,--,--,--,--,--,x1.75,x1.75,--
05031,休閒產業管理學系休閒文創規劃組(高雄校區),x2.00,x1.00,--,--,--,--,--,--,x1.50,--
05032,應用中文學系文創設計組(高雄校區),x2.00,--,--,--,--,--,--,x1.50,x1.50,--
05033,時尚設計學系(高雄校區),x2.00,x1.50,--,--,--,--,--,x1.00,--,--
05034,國際企業英語學士學位學程(臺北校區),x1.00,x2.00,--,x1.00,--,--,--,--,--,--
05035,會計暨稅務學系科技應用組(高雄校區),x2.00,x1.00,--,x1.00,--,--,--,--,--,--
05036,資訊科技與通訊學系人工智慧應用設計組(高雄校區),x2.00,x2.00,x1.75,--,--,--,--,--,--,--
05037,智慧服務管理英語學士學位學程(臺北校區),x1.00,x2.00,--,x1.00,--,--,--,--,--,--
05038,行銷管理學系創客企劃組(高雄校區),x2.00,--,--,--,--,--,--,x1.00,x1.00,--
05039,金融管理學系金融科技組(高雄校區),x2.00,--,--,--,--,--,--,x2.00,x1.75,--
05040,金融管理學系數位行銷組(高雄校區),x2.00,--,--,--,--,--,--,x2.00,x1.75,--
05041,資訊科技與通訊學系智慧機器人與無人機組(高雄校區),x2.00,x2.00,x1.75,--,--,--,--,--,--,--
05042,資訊模擬與設計學系互動遊戲設計組(高雄校區),x2.00,--,--,--,--,--,--,x1.75,x1.75,--
05043,應用中文學系劇本創作組(高雄校區),x2.00,--,--,--,--,--,--,x1.50,x1.50,--
05044,資訊管理學系資訊應用組(高雄校區),x2.00,x1.75,x2.00,--,--,--,--,--,--,--
05045,應用中文學系文化傳播組(高雄校區),x2.00,--,--,--,--,--,--,x1.50,x1.50,--
05046,資訊模擬與設計學系AR/VR體感科技組(高雄校區),x2.00,x1.00,--,x1.00,--,--,--,--,--,--
05047,國際企業管理學系日韓商務組(高雄校區),x2.00,--,--,--,--,--,--,x1.50,x2.00,--
05048,行銷管理學系數位行銷與市調組(高雄校區),x2.00,--,--,x1.00,--,--,--,x1.00,--,--
05049,電腦動畫學士學位學程角色組(高雄校區),x2.00,x2.00,--,--,--,--,--,x1.00,x1.00,--
05050,電腦動畫學士學位學程電影特效組(高雄校區),x2.00,x2.00,x1.00,--,--,--,--,--,--,--
05051,觀光管理學系航空旅運組(高雄校區),x2.00,x2.00,--,--,--,--,--,--,x1.50,--
05052,觀光管理學系智慧旅遊暨多媒體組(高雄校區),x2.00,x1.50,--,x2.00,--,--,--,--,--,--
05053,觀光管理學系國際飯店暨會展管理組(高雄校區),x2.00,x1.50,--,--,--,--,--,--,--,x1.25
05054,觀光管理學系境外日本實務組(高雄校區),x2.00,--,--,--,--,--,--,x1.50,x1.50,--
05055,觀光管理學系民宿暨特色餐飲組(高雄校區),x2.00,x1.25,--,--,--,--,--,x2.00,--,--
05056,休閒產業管理學系遊憩運動企劃組(高雄校區),x2.00,x1.50,x1.00,--,--,--,--,--,--,--
05602,圖文傳播藝術學系,x1.50,x2.00,--,x2.00,--,--,--,--,--,--
05603,戲劇學系,x2.00,x2.00,--,x1.00,--,--,--,x1.00,x1.00,--
05609,電影學系,x2.00,x2.00,--,x1.00,--,--,--,x1.00,--,x1.00
05610,廣播電視學系,x1.50,x1.50,--,x1.00,--,--,--,x1.00,--,x1.00
05801,財務金融學系,x1.00,x2.00,--,x2.00,--,--,--,--,--,--
05802,國際企業學系,x1.00,x2.00,--,x1.50,--,--,--,--,--,--
05803,土木工程學系,x1.00,x2.00,x2.00,--,x2.00,x1.00,--,--,--,--
05804,應用化學系,x1.00,x2.00,x2.00,--,x1.00,x2.00,--,--,--,--
05805,資訊管理學系,x1.75,x2.00,--,x2.00,--,--,--,--,--,--
05806,電機工程學系甲組,x1.00,x1.00,x1.00,--,x1.00,x1.00,--,--,--,--
05807,外國語文學系,x1.00,x1.50,--,--,--,--,--,x1.00,x1.00,--
05808,中國語文學系,x2.00,x1.25,--,--,--,--,--,x1.75,x1.00,--
05809,歷史學系,x1.00,x1.25,--,x1.00,--,--,--,x1.00,x1.00,--
05810,公共行政與政策學系,x1.00,x1.25,--,x1.00,--,--,--,x1.00,--,x1.00
05811,社會政策與社會工作學系,x1.50,x1.50,--,x1.00,--,--,--,x1.00,--,x1.50
05812,經濟學系,x1.00,x2.00,--,x2.00,--,--,--,--,--,--
05813,資訊工程學系,x1.00,x1.00,x1.00,--,x1.00,x1.00,--,--,--,--
05814,教育政策與行政學系,x1.50,x2.00,--,--,--,--,--,--,--,x1.50
05815,國際文教與比較教育學系,x1.50,x2.00,--,x1.00,--,--,--,--,--,--
05816,應用材料及光電工程學系,x1.00,x2.00,x2.00,--,x2.00,x1.00,--,--,--,--
05817,觀光休閒與餐旅管理學系觀光休閒組,x2.00,x2.00,--,x1.50,--,--,--,--,--,--
05818,觀光休閒與餐旅管理學系餐旅管理組,x2.00,x2.00,--,x1.50,--,--,--,--,--,--
05819,東南亞學系,--,x1.50,--,--,--,--,--,x1.25,x1.00,x1.00
05820,管理學院學士班,x1.00,x1.00,--,x1.50,--,--,--,--,--,--
05821,諮商心理與人力資源發展學系諮商心理組,x1.50,x1.50,--,x1.50,--,--,--,--,--,x1.00
05822,諮商心理與人力資源發展學系終身學習與人力資源發展組,x1.25,x1.50,--,x1.25,--,--,--,--,--,x1.00
05823,教育學院學士班,x1.50,x2.00,--,--,--,--,--,--,--,x1.50
05824,科技學院學士班,x1.00,x1.00,x1.50,--,x1.50,x1.50,--,--,--,--
05825,電機工程學系乙組,x1.00,x1.00,--,x1.00,x1.00,x1.00,--,--,--,--
05826,電機工程學系丙組,x1.00,x1.00,x1.00,--,x1.00,x1.00,--,--,--,--
05901,文學系,x2.00,--,--,--,--,--,--,x2.00,x1.00,--
05903,生死學系社會工作組,x2.00,x2.00,--,x1.75,--,--,--,--,--,--
05905,傳播學系,x2.00,--,--,--,--,--,--,x2.00,x1.00,--
05906,資訊管理學系,x2.00,--,--,--,--,--,--,x2.00,x1.75,--
05907,生死學系諮商組,x2.00,x2.00,--,x1.75,--,--,--,--,--,--
05908,應用社會學系社會工作組,x2.00,x2.00,--,--,--,--,--,x1.75,--,--
05909,建築與景觀學系社會組,x2.00,x2.00,--,x1.75,--,--,--,--,--,--
05910,企業管理學系經營管理組,x2.00,x1.75,--,--,--,--,--,x2.00,--,--
05911,國際事務與企業學系,x2.00,x1.00,--,--,--,--,--,x2.00,--,--
05912,應用社會學系社會學組,x2.00,x2.00,--,--,--,--,--,x1.75,--,--
05914,文化創意事業管理學系,x2.00,--,--,--,--,--,--,x1.50,x1.50,--
05915,旅遊管理學系,x2.00,--,--,--,--,--,--,x2.00,x1.75,--
05917,財務金融學系,x2.00,x2.00,--,x1.75,--,--,--,--,--,--
05918,資訊工程學系社會組,x2.00,x1.75,--,x2.00,--,--,--,--,--,--
05919,外國語文學系,x2.00,x2.00,--,x1.75,--,--,--,--,--,--
05920,幼兒教育學系,x2.00,x1.00,--,--,--,--,--,x1.75,--,--
05921,自然生物科技學系,x2.00,x2.00,--,--,--,x1.75,--,--,--,--
05922,管理學院國際企業學士學位學程,x2.00,x2.00,--,x1.00,--,--,--,--,--,--
05924,生死學系殯葬服務組,x2.00,x2.00,--,x1.75,--,--,--,--,--,--
05926,建築與景觀學系自然組,x2.00,x2.00,x1.75,--,--,--,--,--,--,--
05927,資訊工程學系自然組,x2.00,x1.75,x2.00,--,--,--,--,--,--,--
05928,企業管理學系行銷與創業組,x2.00,x1.75,--,--,--,--,--,x2.00,--,--
06003,運動事業管理學系,x2.00,x2.00,--,x1.75,--,--,--,x1.00,x1.00,--
06004,運動健康科學系,x1.00,x2.00,--,--,x1.00,x1.50,x2.00,--,--,--
06005,運動資訊與傳播學系(資訊組),x2.00,x2.00,x1.00,--,x1.75,--,--,--,--,--
06006,運動資訊與傳播學系(傳播組),x2.00,x2.00,--,--,--,--,--,x1.75,x1.00,--
06501,大眾傳播學系,x2.00,--,--,--,--,--,--,x2.00,x1.75,--
06504,時尚設計學系,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
06508,應用心理學系,x2.00,--,--,--,--,--,--,x2.00,x1.75,--
06509,視覺傳達設計學系,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
06510,餐旅管理學系,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
06511,法律學系,x2.00,--,--,--,--,--,--,x2.00,x1.75,--
06512,社會工作學系,x2.00,--,--,--,--,--,--,x2.00,x1.75,--
06518,應用日語學系,x2.00,x1.00,--,--,--,--,--,x2.00,x2.00,--
06301,應用音樂學系,x1.50,x1.50,--,--,--,--,--,x1.00,x1.00,--
06304,藝術史學系,x1.00,x1.50,--,--,--,--,--,x1.00,x1.00,x1.00
