Code,name,num,s_Chinese,s_English,s_Math,s_Society,s_Science,m_Chinese,m_English,m_Math,m_Society,m_Science
034072,資訊工程學系資工組,20,--,--,均,--,--,--,--,3,--,--
034082,資訊工程學系國際組,7,--,均,均,--,--,--,3,5,--,--
034092,電機工程學系,26,--,--,均,--,均,--,--,3,--,3
034102,材料科學與工程學系,25,--,--,--,--,均,--,--,--,--,--
034112,光電工程學系,23,--,--,--,--,均,--,--,--,--,3
034122,企業管理學系,22,--,均,均,--,--,--,5,3,--,--
034132,會計學系,25,--,均,均,--,--,5,3,4,--,--
034142,資訊管理學系,29,均,--,--,--,--,6,--,--,--,--
034152,國際企業學系,20,--,均,均,--,--,3,6,4,--,--
034162,財務金融學系,25,--,--,均,--,--,--,--,3,--,--
034172,觀光暨休閒遊憩學系,24,均,--,--,--,--,8,--,--,--,--
034182,管理學院管理科學與財金國際學士學位學程,8,--,均,--,--,--,--,8,--,--,--
034192,華文文學系,18,均,--,--,--,--,3,--,--,--,--
034202,中國語文學系,16,均,--,--,均,--,3,--,--,3,--
034212,英美語文學系,22,--,均,--,--,--,--,3,--,--,--
034222,英美語文學系(公費生),1,--,前,--,--,--,--,5,--,--,--
034232,臺灣文化學系,17,--,--,--,均,--,--,--,--,3,--
034242,歷史學系,20,均,--,--,--,--,--,3,--,6,--
034252,經濟學系,22,--,--,均,--,--,--,4,3,--,--
034262,諮商與臨床心理學系,16,--,均,均,--,--,--,3.5,3,--,--
034272,社會學系,12,均,--,--,均,--,4,--,--,10,--
034282,公共行政學系,15,--,均,--,--,--,6,3,--,--,--
034292,法律學系,5,均,--,--,均,--,15,--,--,20,--
034302,教育與潛能開發學系,22,均,--,--,--,--,3,4,5,--,--
034312,教育行政與管理學系,18,均,--,--,均,--,3,--,--,3,--
034322,特殊教育學系,16,均,均,--,--,--,3,6,--,--,--
034332,幼兒教育學系,15,--,--,--,均,--,6,5,--,3,--
034342,族群關係與文化學系,14,均,--,--,均,--,5,8,--,3.5,--
034352,民族語言與傳播學系,7,均,--,--,均,--,7,--,--,9,--
034362,自然資源與環境學系,26,--,--,--,--,均,--,6,--,--,3
035012,教育學系,26,均,均,--,--,--,3,--,--,--,--
035022,特殊教育學系,20,均,均,均,--,--,2.5,5,6,--,--
035032,特殊教育學系(公費生),2,前,前,前,--,--,6,5,4,--,--
035042,幼兒教育學系,34,均,--,--,--,--,3,4,--,10,--
035052,幼兒教育學系(青年儲蓄帳戶組),1,均,--,--,--,--,--,--,--,--,--
035062,心理與諮商學系,17,均,均,均,--,--,5,3,6,--,--
035072,學習與媒材設計學系,17,均,均,--,均,--,6,8,10,--,--
035082,中國語文學系,23,均,底,--,均,--,3,--,--,--,--
035092,英語教學系,15,均,前,均,--,--,5,3,6,--,--
035102,英語教學系(公費生),2,均,前,均,--,--,--,6,--,--,--
035112,社會暨公共事務學系,13,均,均,--,均,--,7,5,--,3.5,--
035122,歷史與地理學系,14,均,均,--,均,--,8,10,--,3.5,--
035132,地球環境暨生物資源學系,16,--,--,--,--,均,5,8,--,--,3
035142,應用物理暨化學系電子物理組,9,--,均,均,--,均,--,8,5.5,--,10
035152,應用物理暨化學系應用化學組,8,--,均,均,--,均,--,8,6,--,10
035162,數學系,18,--,--,均,--,均,--,--,4,--,3
035172,數學系(青年儲蓄帳戶組),1,--,--,均,--,--,--,--,--,--,--
035182,資訊科學系,26,均,均,均,--,--,5,5,3,--,--
035202,資訊科學系(青年儲蓄帳戶組),1,均,均,均,--,--,--,--,--,--,--
035212,城市發展學系,13,均,--,--,--,--,--,5,--,3.5,--
035222,都會產業經營與行銷學系,13,均,--,--,--,--,10,3.5,6,--,--
035232,衛生福利學系,13,--,均,均,--,--,--,3.5,10,--,--
036012,教育學系,32,均,均,後,--,--,5,3,4,--,--
036022,幼兒教育學系,29,均,--,--,均,--,2.5,--,--,--,--
036032,特殊教育學系,17,均,--,--,--,--,--,--,--,--,--
036042,教育心理與輔導學系,16,均,均,均,均,--,--,--,--,--,--
036052,中國語文學系,15,均,--,--,--,--,--,--,--,--,--
036062,英語學系,18,--,均,--,--,--,--,3,--,--,--
036072,文化創意產業學系,22,均,後,--,均,--,--,--,--,--,--
036082,社會發展學系,22,--,--,--,均,--,--,--,--,--,--
036092,應用英語學系,2,--,均,--,--,--,--,25,--,--,--
036102,應用日語學系,5,均,--,--,--,--,10,--,--,--,--
036112,視覺藝術學系數位媒體設計組,7,均,--,--,--,--,6,5,--,--,--
036122,商業自動化與管理學系,2,--,後,--,--,--,--,--,25,--,--
036132,行銷與流通管理學系,3,--,後,--,--,--,--,16.5,25,--,--
036142,休閒事業經營學系,2,均,均,--,--,--,--,--,--,--,--
036152,不動產經營學系,2,後,--,--,後,--,--,--,--,--,--
036162,企業管理學系,4,--,後,--,--,--,--,12.5,--,--,--
036172,國際貿易學系,2,--,均,--,--,--,--,--,--,--,--
036182,財務金融學系,5,--,後,後,--,--,--,15,10,--,--
036192,會計學系,4,--,後,--,--,--,--,15,12,--,--
036202,應用化學系,26,--,--,後,--,均,--,--,3,--,5
036212,應用數學系,23,--,--,均,--,後,--,--,3,--,5
036222,應用物理系物理組,16,--,--,均,--,均,--,--,3,--,5
036232,應用物理系光電暨材料組,21,--,--,均,--,均,--,--,3,--,5
036242,科普傳播學系,13,--,底,--,--,底,--,--,--,--,--
036252,電腦與通訊學系,4,後,後,後,--,--,10,15,15,--,--
036262,資訊科學系,25,--,--,後,--,--,--,--,3,--,--
036272,資訊管理學系,3,均,後,後,--,--,16,10,12,--,--
036282,智慧機器人學系,11,--,後,後,--,後,--,12,4.5,--,9
036292,資訊工程學系,18,後,後,後,--,--,3,15,15,--,--
038012,教育學系,33,均,--,--,--,--,3,--,--,--,--
038022,文化資源與休閒產業學系,27,後,底,--,--,--,--,--,--,--,--
038032,幼兒教育學系,20,後,--,--,--,--,4,5,3,--,--
038042,幼兒教育學系(公費生),1,均,後,後,--,--,4,5,3,--,--
038052,特殊教育學系,30,均,--,--,--,--,3,--,--,--,--
038062,數位媒體與文教產業學系,27,後,--,--,--,--,3,--,--,--,--
038072,英美語文學系,28,--,均,--,--,--,5,3,--,--,--
038082,華語文學系,29,均,--,--,--,--,3,4,--,--,--
038092,身心整合與運動休閒產業學系,20,後,後,後,--,--,--,--,--,--,--
038102,公共與文化事務學系,25,後,--,--,後,--,--,--,--,--,--
038112,應用數學系,26,--,--,後,--,--,--,--,3,--,--
038122,資訊管理學系,21,--,後,--,--,--,--,--,--,--,--
038132,生命科學系,27,--,--,--,--,後,--,--,--,--,3
038142,應用科學系化學及奈米科學組,25,--,--,--,--,後,--,--,--,--,3
038152,應用科學系應用物理組,26,--,--,--,--,後,--,--,--,--,3
038162,資訊工程學系,57,--,--,底,--,--,--,5,4,--,--
038172,綠色與資訊科技學士學位學程,17,--,--,--,--,後,--,--,--,--,3
039012,運動保健學系,26,--,後,--,--,--,--,--,--,--,--
039022,休閒產業經營學系,18,--,均,--,--,--,--,--,--,--,--
039032,體育推廣學系(一般組),17,後,--,--,--,--,--,--,--,--,--
039042,體育推廣學系(拔河組),6,底,--,--,--,--,--,--,--,--,--
039052,體育推廣學系(啦啦隊組),4,底,--,--,--,--,--,--,--,--,--
039062,體育推廣學系(青年儲蓄帳戶組),1,--,底,--,--,--,--,--,--,--,--
039072,適應體育學系(圍棋組),4,底,--,--,--,--,--,--,--,--,--
040012,管理學院學士班(主修：企業管理),60,均,--,--,--,--,3,3,--,--,--
040022,管理學院學士班(主修：財務金融),60,均,--,--,--,--,3,3,--,--,--
040032,管理學院學士班(主修：國際企業),60,均,--,--,--,--,3,3,--,--,--
040042,管理學院學士班(主修：會計),40,均,--,--,--,--,3,3,--,--,--
040052,管理學院學士班(英語專班),38,--,均,--,--,--,3,3,3,3,--
040062,應用外語學系,27,--,均,--,--,--,--,6,--,--,--
040072,中國語文學系,33,--,--,--,後,--,3,--,--,5,--
040082,社會暨政策科學學系,33,--,--,--,後,--,--,4,3,5,--
040092,人文社會學院英語學士班,19,--,均,--,--,--,3,8,--,--,--
040102,資訊工程學系,94,--,--,均,--,--,3,3,3,--,3
040122,資訊管理學系,76,--,後,--,--,--,3,3,3,--,--
040132,資訊傳播學系科技組,38,--,後,--,--,--,--,3,6,--,--
040142,資訊傳播學系設計組,38,--,後,--,--,--,6,3,--,--,--
040152,資訊學院英語學士班,18,--,均,--,--,--,3,3,3,--,--
040162,機械工程學系,69,--,--,後,--,--,--,--,--,--,--
040172,化學工程與材料科學學系,69,--,--,--,--,均,--,--,--,--,--
040182,工業工程與管理學系,69,--,--,後,--,--,5,3,3,--,--
040192,工程學院英語學士班,19,--,後,--,--,--,--,--,--,--,--
040202,電機工程學系(甲組),83,--,--,均,--,--,--,--,--,--,--
040212,電機工程學系(乙組),55,--,--,--,--,均,--,--,--,--,--
040222,電機工程學系(丙組),42,--,--,--,--,均,--,--,--,--,--
040232,電機通訊學院英語學士班,27,--,後,--,--,--,--,--,--,--,--
041012,中國文學系,20,均,均,--,--,--,3,8,--,8,--
041022,外國語文學系,18,均,前,--,--,--,--,3,--,--,--
041032,歷史學系,16,均,均,--,--,--,8,10,--,3,--
041042,哲學系,19,均,均,後,--,--,--,3,5,--,--
041052,數學系,16,--,均,--,--,--,--,10,3,--,8
041062,地球與環境科學系,20,--,均,均,--,均,--,15,8,--,3
041072,物理學系,25,--,均,均,--,均,--,10,3,--,6
041082,化學暨生物化學系,18,均,均,均,--,均,--,5,3,--,5
041092,生物醫學科學系,18,均,均,均,--,前,--,4,--,--,6
041102,社會福利學系,19,均,均,均,均,--,6,3,8,10,--
041112,心理學系,19,均,均,均,--,均,--,3,3,--,8
041122,勞工關係學系,19,均,均,均,--,--,3,3,4.5,--,--
041132,政治學系,24,--,均,均,--,--,8,3,--,5,--
041142,傳播學系,23,均,均,--,均,--,3,6,--,8,--
041152,資訊工程學系,62,均,均,前,--,均,--,--,--,--,--
041162,電機工程學系,55,--,--,均,--,均,--,--,10,--,--
041172,機械工程學系,48,--,均,均,--,均,--,--,--,--,--
041182,化學工程學系,16,均,均,均,--,均,--,12,6,--,3
041192,通訊工程學系,30,--,--,均,--,均,--,--,--,--,--
041202,經濟學系,32,均,均,前,--,--,5,4,3,--,--
041212,財務金融學系,30,均,均,均,--,--,--,4,3,--,--
041222,企業管理學系,29,均,均,--,--,--,12,3,--,--,--
041232,會計與資訊科技學系,25,均,前,均,--,--,12,3,4,--,--
041242,資訊管理學系,18,均,前,均,--,--,--,--,10,--,--
041252,法律學系法學組,13,前,前,均,前,--,8,8,10,10,--
041262,法律學系法制組,13,前,前,均,前,--,8,8,10,10,--
041272,財經法律學系,19,前,前,均,前,--,3.5,3.5,8,8,--
041282,成人及繼續教育學系,14,均,均,均,均,--,6,3.5,--,10,--
041292,犯罪防治學系,11,前,前,均,前,--,4.5,4.5,10,8,--
041302,嘉星招生甲組(工),8,--,--,均,--,均,--,--,--,--,--
041312,嘉星招生乙組(管),8,均,均,--,--,--,7,6,5,--,--
041322,嘉星招生丙組(法),3,均,均,後,--,--,12,12,15,--,--
041332,嘉星招生丁組(文),5,均,均,--,--,--,--,--,--,8,--
041342,嘉星招生戊組(理),5,--,--,均,--,均,--,--,10,--,10
041352,嘉星招生己組(社),4,底,均,均,--,--,6,5,8,--,--
041362,嘉星招生庚組(教),2,均,均,--,--,--,12,12,--,15,--
041372,嘉星招生辛組(心),1,--,後,均,--,均,--,10,5,--,5
042012,機械與自動化工程學系(車輛科技與綠色能源組),11,--,--,底,--,--,4.5,--,4.5,--,--
042022,機械與自動化工程學系(微機電與精密機械組),11,--,--,底,--,--,4.5,--,4.5,--,--
042032,機械與自動化工程學系(機電整合組),12,--,--,底,--,--,4,--,4,--,--
042042,電機工程學系,22,--,--,--,--,底,--,3,--,--,3
042052,資訊工程學系(資訊工程組),11,--,--,底,--,--,4.5,--,4.5,--,--
042062,資訊工程學系(資訊應用組),18,--,底,--,--,--,3,3,--,--,--
042072,環境工程學系,15,--,底,--,--,--,--,3,3,--,--
042082,環境工程學系(環境管理組),10,--,--,--,底,--,--,5,--,5,--
042092,材料科學與工程學系,18,--,--,--,--,底,--,--,--,--,3
042102,消防安全學士學位學程,34,--,--,--,底,--,--,3,--,3,--
042112,企業管理學系(經營管理組),17,--,--,底,--,--,--,--,3,--,--
042122,企業管理學系(數位行銷組),17,--,--,底,--,--,--,--,3,--,--
042132,資訊管理學系(數位經營組),17,--,底,--,--,--,3,3,--,--,--
042142,資訊管理學系(系統管理組),17,--,底,--,--,--,3,3,--,--,--
042152,會計資訊學系(會計管理組),12,--,--,--,底,--,10,--,--,4,--
042162,會計資訊學系(投資理財組),8,--,--,--,底,--,10,--,--,6,--
042172,國際企業管理學系(國際貿易組),9,底,--,--,--,--,5.5,--,--,--,--
042182,國際企業管理學系(跨境電商組),6,底,--,--,--,--,8,--,--,--,--
042192,財務金融學系(銀行專業組),14,--,底,--,--,--,3.5,3.5,--,--,--
042202,財務金融學系(投資管理組),14,--,底,--,--,--,3.5,3.5,--,--,--
042212,財務金融學系(公司財務組),8,--,底,--,--,--,6,6,--,--,--
042222,英語學系,15,--,底,--,--,--,3,3,--,--,--
042232,應用日語學系,34,--,底,--,--,--,3,3,--,--,--
042242,食品暨應用生物科技學系(食品科學組),10,--,--,--,--,底,15,--,--,--,5
042252,食品暨應用生物科技學系(健康生技組),11,--,--,--,--,底,15,--,--,--,4.5
042262,生物醫學系(生物醫藥組),24,--,底,--,--,--,--,3,--,--,--
042272,生物醫學系(檢驗醫學組),17,--,底,--,--,--,--,3,--,--,--
042282,生物資源學系(生態經營與生物多樣性組),17,--,--,--,--,底,3,--,--,--,3
042292,生物資源學系(醫藥微生物組),13,底,--,--,--,--,3.5,3.5,--,--,--
042302,藥用植物與保健學系(中藥保健組),16,--,底,--,--,--,--,3,--,--,--
042312,藥用植物與保健學系(藥粧經絡組),15,--,底,--,--,--,--,3,--,--,--
042322,觀光旅遊學系,29,--,--,--,底,--,30,--,--,20,--
042332,餐旅管理學系,23,--,--,--,底,--,30,--,--,20,--
042342,休閒事業管理學系,26,底,--,--,--,--,30,--,--,20,--
042352,烘焙暨飲料調製學士學位學程,40,--,--,--,底,--,30,--,--,20,--
042362,護理學系,123,--,底,--,--,--,--,3,--,--,3
042372,視光學系,38,底,--,--,--,--,--,--,--,--,--
042382,醫療器材設計與材料學士學位學程,4,底,--,--,--,--,12,20,--,--,--
042392,醫學工程學系,12,--,--,底,--,--,10,--,4,--,--
042402,醫學工程學系(智慧醫療組),5,--,底,--,--,--,10,10,--,--,--
042412,傳播藝術學士學位學程,25,--,--,--,底,--,5,--,--,3,--
043012,電機工程學系,55,--,--,底,--,--,--,--,--,--,--
043022,資訊工程學系資訊工程組,18,--,--,底,--,--,--,--,3,--,--
043032,資訊工程學系智慧軟體設計組,20,--,--,底,--,--,--,--,3,--,--
043042,資訊工程學系資訊應用組,22,--,--,--,底,--,--,--,--,3,--
043052,資訊工程學系人工智慧組,19,--,--,底,--,--,--,--,3,--,--
043062,機械工程學系智慧自動化組,12,--,--,底,--,--,--,--,4,--,--
043072,機械工程學系智慧機械組,12,--,--,底,--,--,--,--,4,--,--
043082,機械工程學系航空技術組,14,--,--,底,--,--,--,--,3.5,--,--
043092,光電與材料工程學系(綠能光電組),11,--,--,底,--,--,--,--,4.5,--,--
043102,光電與材料工程學系(生醫光電組),11,--,--,--,--,底,--,--,--,--,4.5
043112,光電與材料工程學系(材料應用組),12,--,--,底,--,--,--,--,4,--,--
043122,工業管理學系(甲組),12,--,--,底,--,--,--,--,4,--,--
043132,工業管理學系(乙組),30,--,底,--,--,--,--,3,--,--,--
043142,資訊管理學系(資訊系統設計與智慧製造組),12,--,--,底,--,--,--,--,4,--,--
043152,資訊管理學系(資訊管理應用組),12,--,--,底,--,--,--,--,4,--,--
043162,資訊管理學系(手機軟體設計組),12,--,--,底,--,--,--,--,4,--,--
043172,資訊管理學系(巨量資料應用組),11,--,--,底,--,--,--,--,4.5,--,--
043182,企業管理學系企業管理組,17,--,--,--,底,--,--,--,--,3,--
043192,企業管理學系智慧運輸與物流組,17,--,--,--,底,--,--,--,--,3,--
043202,財務管理學系金融資訊管理組,15,--,--,底,--,--,--,--,3,--,--
043212,財務管理學系財務金融管理組,10,--,--,底,--,--,--,--,5,--,--
043222,財務管理學系會計資訊與稅務組,10,--,--,底,--,--,--,--,5,--,--
043232,建築與都市計畫學系(第一類組),20,--,底,--,--,--,--,3,--,--,--
043242,建築與都市計畫學系(第二類組),17,--,--,底,--,--,--,--,3,--,--
043252,景觀建築學系景觀設計組,19,底,--,--,--,--,3,--,--,--,--
043262,景觀建築學系產品設計組,17,底,--,--,--,--,3,--,--,--,--
043272,土木工程學系,27,--,--,底,--,--,--,--,3,--,--
043282,行政管理學系,29,--,--,--,底,--,--,--,--,3,--
043292,應用日語學系(商務組),18,--,--,--,底,--,--,--,--,3,--
043302,應用日語學系(語文組),18,--,--,--,底,--,--,--,--,3,--
043312,應用日語學系(觀光組),10,--,--,--,底,--,--,--,--,5,--
043322,餐旅管理學系,30,--,--,--,底,--,--,--,--,3,--
043332,觀光與會展活動學系會展與活動管理組,23,--,--,--,底,--,--,--,--,--,--
043342,觀光與會展活動學系旅遊與休閒管理組,11,--,--,--,底,--,--,--,--,3,--
043352,英國西英格蘭大學企業管理雙學士學位學程,10,--,底,--,--,--,--,5,--,--,--
044012,智慧生活科技學系大數據與管理組,14,底,--,--,--,--,3.5,--,--,--,--
044022,智慧生活科技學系智慧產品開發組,14,底,--,--,--,--,3.5,--,--,--,--
044032,智慧生活設計學系空間設計組,18,底,--,--,--,--,3,--,--,--,--
044042,智慧生活設計學系創意產品與汽車設計組,14,底,--,--,--,--,3.5,--,--,--,--
044052,攝影與VR設計學系VR與互動媒體組,15,底,--,--,--,--,3,--,--,--,--
044062,攝影與VR設計學系攝影與科技藝術組,15,底,--,--,--,--,3,--,--,--,--
044072,佛教藝術學系,4,底,--,--,--,--,12.5,--,--,--,--
044082,美術與文創學系文創設計組(青年儲蓄帳戶組),1,底,--,--,--,--,--,--,--,--,--
044092,美術與文創學系文創設計組,15,底,--,--,--,--,3,--,--,--,--
045012,電機工程學系,113,--,--,底,--,--,3,--,3,--,--
045022,電子工程學系,61,--,--,底,--,--,3,--,3,--,--
045032,資訊工程學系,87,--,--,底,--,--,3,--,3,--,--
045052,通訊工程學系智慧軟體應用組,18,--,--,底,--,--,3,--,--,--,--
045062,通訊工程學系智慧網通科技組,10,--,--,底,--,--,5,--,--,--,--
045072,機械與自動化工程學系,61,--,--,底,--,--,--,--,3,--,--
045082,化學工程學系,67,--,--,--,--,底,--,--,--,--,3
045092,土木與生態工程學系,58,--,--,底,--,--,--,--,3,--,--
045102,材料科學與工程學系,65,--,--,底,--,--,--,--,3,--,--
045112,財務與計算數學系,34,--,--,底,--,--,--,--,3,--,--
045122,生物醫學工程學系,81,--,--,--,--,底,--,--,--,--,3
045132,智慧化自動控制英語學士學位學程,10,--,--,後,--,--,--,--,5,--,--
045142,工業管理學系,41,底,--,--,--,--,3,--,--,--,--
045152,資訊管理學系,74,底,--,--,--,--,3,--,--,--,--
045162,企業管理學系,67,底,--,--,--,--,3,--,--,6,--
045172,財務金融管理學系財務管理組,38,底,--,--,--,--,4,--,--,3,--
045182,財務金融管理學系金融科技組,38,底,--,--,--,--,3,--,--,4,--
045192,會計學系財稅規劃組,22,底,--,--,--,--,3,--,--,--,--
045202,會計學系管理應用組,21,底,--,--,--,--,--,--,--,3,--
045212,國際商務學系,71,--,底,--,--,--,--,3,--,--,--
045222,公共政策與管理學系,31,底,--,--,--,--,3,--,--,--,--
045232,醫務管理學系,63,底,--,--,--,--,3,--,--,--,--
045242,健康管理學系,33,底,--,--,--,--,3,--,--,--,--
045252,餐旅管理學系餐飲管理組,17,底,--,--,--,--,3,--,--,--,--
045262,餐旅管理學系旅館管理組,16,--,--,--,底,--,--,--,--,3,--
045272,休閒事業管理學系活動企劃與行銷組,17,底,--,--,--,--,3,--,--,--,--
045282,休閒事業管理學系休閒產業經營組,18,--,--,--,底,--,--,--,--,3,--
045292,觀光學系,43,--,底,--,--,--,3,--,--,3,--
045302,廚藝學系中西廚藝組,14,--,底,--,--,--,--,3.5,--,--,--
045312,廚藝學系烘焙廚藝組,17,--,底,--,--,--,--,3,--,--,--
045322,國際企業經營學系(國際學院),18,--,均,--,--,--,--,3,--,--,--
045332,國際財務金融學系(國際學院),16,--,後,--,--,--,--,3,--,--,--
045342,國際觀光餐旅學系(國際學院),23,--,後,--,--,--,--,3,--,--,--
045352,娛樂事業管理學系影視娛樂組(國際學院),10,--,後,--,--,--,--,5,--,--,--
045362,娛樂事業管理學系活動策展組(國際學院),7,--,後,--,--,--,--,7,--,--,--
045372,應用英語學系,60,--,後,--,--,--,--,3,--,--,--
045382,應用日語學系,39,後,--,--,--,--,3,--,--,--,--
045392,大眾傳播學系,33,後,--,--,--,--,--,--,--,3,--
045402,創意商品設計學系,36,底,--,--,--,--,3,--,--,--,--
045412,電影與電視學系編導製片組,14,後,--,--,--,--,3.5,--,--,--,--
045422,電影與電視學系影視技術組,19,--,--,--,後,--,--,--,--,3,--
045432,數位多媒體設計學系,34,底,--,--,--,--,3,--,--,--,--
045442,傳播產製英語學士學位學程,6,--,均,--,--,--,8,--,--,--,--
045452,生物科技學系生物醫藥組,14,--,--,--,--,後,5,--,--,--,3.5
045462,生物科技學系食品生技組,20,--,--,--,--,底,5,--,--,--,3
045472,營養學系臨床營養組,18,--,--,--,--,底,6,5,--,--,3
045482,營養學系食品營養組,10,--,--,--,--,底,6,7,--,--,5
045492,護理學系,48,--,後,--,--,--,--,3,--,--,4
045502,醫學影像暨放射科學系,32,--,--,--,--,後,--,--,6,--,3
045512,物理治療學系,26,--,後,--,--,均,--,6,--,--,3
045522,職能治療學系,26,--,--,--,--,均,--,3,--,--,7
045532,醫學檢驗技術學系,28,--,--,--,--,後,--,10,--,--,3
045542,醫學系(公費生),7,前,前,前,--,前,14,7,--,--,14
046012,企業管理學系品牌行銷組(臺北),41,底,--,--,--,--,3,3,--,3,--
046022,企業管理學系企業管理組(臺北),47,底,--,--,--,--,3,3,3,3,--
046032,企業管理學系數位經營組(臺北),43,底,底,--,--,--,3,--,3,3,--
046042,會計學系會計審計組(臺北),65,--,--,底,--,--,3,3,3,--,--
046052,會計學系稅務規劃組(臺北),65,--,--,--,底,--,3,3,--,3,--
046062,財務金融學系國際金融管理組(臺北),32,底,--,--,--,--,6,3,--,--,--
046072,財務金融學系財務金融組(臺北),89,底,--,--,--,--,6,--,3,--,--
046082,風險管理與保險學系保險金融與行銷組(臺北),54,底,--,--,--,--,3,--,--,3,--
046092,風險管理與保險學系風險管理組(臺北),34,底,--,--,--,--,3,--,3,3,--
046102,國際企業學系跨境電商經營組(臺北),39,底,底,底,底,--,5,3,3,3,--
046112,國際企業學系外貿行銷管理組(臺北),47,底,底,底,底,--,5,3,3,3,--
046122,國際企業學系全球運籌營運組(臺北),34,底,底,底,底,--,5,3,--,3,--
046132,新媒體暨傳播管理學系(臺北),32,後,底,--,--,--,4,5,3,--,--
046142,廣播電視學系(臺北),32,後,--,--,後,--,5,--,--,3,--
046152,廣告暨策略行銷學系(臺北),30,--,後,--,--,--,--,--,--,7,--
046162,新聞學系(臺北),29,後,後,--,--,--,3,5,--,--,--
046172,法律學系(臺北),64,後,後,--,後,--,3,3,--,3,--
046182,財金法律學系(臺北),30,後,後,--,--,--,3,--,--,--,--
046192,國際企業與貿易學士學位學程(全英語授課．臺北),36,--,均,--,--,--,--,3,--,--,--
046202,新聞與大眾傳播學士學位學程(全英語授課．臺北),15,--,後,--,--,--,--,3,--,--,--
046212,時尚與創新管理學士學位學程(全英語授課．臺北),16,後,後,--,--,--,--,3,--,--,--
046222,國際事務與外交學士學位學程(全英語授課．桃園),35,--,後,--,--,--,--,3,--,--,--
046232,資訊科技應用與管理學士學位學程(全英語授課．桃園),15,底,底,--,--,--,3,3,--,--,--
046242,應用中國文學系文教組(桃園),38,後,--,--,--,--,3,--,--,--,--
046252,應用中國文學系文創組(桃園),37,後,--,--,--,--,3,--,--,--,--
046262,應用英語學系英語教學與文化溝通組(桃園),38,--,後,--,--,--,--,3,--,--,--
046272,應用英語學系英語商務與觀光組(桃園),76,--,後,--,--,--,--,3,--,--,--
046282,應用日語學系(桃園),79,後,--,--,--,--,3,--,--,--,--
046292,華語文教學學系應用語言組(桃園),37,後,後,--,--,--,3,--,--,--,--
046302,華語文教學學系創新教學組(桃園),38,後,後,--,--,--,3,--,--,--,--
046312,商業設計學系(桃園),72,後,後,--,後,--,--,--,--,--,--
046322,商品設計學系(桃園),72,後,後,--,後,--,--,--,--,--,--
046332,數位媒體設計學系(桃園),68,後,後,--,後,--,3,--,--,--,--
046342,建築學系(桃園),36,後,後,--,--,--,3,3,--,3,--
046352,都市規劃與防災學系(桃園),36,後,--,--,後,--,4,4,--,3,--
046362,動漫文創設計學士學位學程(桃園),36,後,後,--,後,--,--,--,--,--,--
046372,觀光事業學系(桃園),40,--,--,--,底,--,3,3,--,3,--
046382,休閒遊憩管理學系(桃園),34,--,--,--,底,--,3,--,--,3,--
046392,餐旅管理學系(桃園),34,--,--,--,底,--,3,3,--,3,--
046402,犯罪防治學系(桃園),62,--,--,--,底,--,--,--,--,7,--
046412,公共事務學系(桃園),38,--,--,--,底,--,--,--,--,--,--
046422,諮商與工商心理學系(桃園),36,--,--,--,後,--,--,--,--,--,--
046432,應用統計與資料科學學系應用統計組(桃園),30,底,--,--,--,--,3,--,3,--,--
046442,應用統計與資料科學學系大數據管理組(桃園),34,底,--,--,--,--,3,--,--,3,--
046452,經濟與金融學系金融理財組(桃園),43,底,--,--,--,--,3,3,--,3,--
046462,經濟與金融學系應用經濟組(桃園),41,底,--,--,--,--,3,--,3,3,--
046472,金融科技應用學士學位學程(桃園),33,底,--,--,底,--,3,--,--,3,--
046482,資訊管理學系雲端技術管理組(桃園),34,底,底,--,--,--,3,3,--,--,--
046492,資訊管理學系巨量資料管理組(桃園),35,底,--,底,--,--,3,--,3,--,--
046502,資訊管理學系電子商務管理組(桃園),34,底,--,--,底,--,3,--,--,3,--
046512,資訊傳播工程學系(桃園),75,底,底,--,--,--,3,3,--,--,--
046522,資訊工程學系(桃園),67,底,--,底,--,底,3,--,3,--,3
046542,電子工程學系半導體光電組(桃園),29,底,--,底,--,--,--,--,--,--,--
046552,電子工程學系計算機應用組(桃園),34,底,--,底,--,--,--,--,--,--,--
046562,電腦與通訊工程學系(桃園),78,底,底,底,--,--,--,--,--,--,--
046572,醫療資訊與管理學系健康產業管理組(桃園),39,--,--,--,底,--,--,--,--,3,--
046582,醫療資訊與管理學系醫療資訊組(桃園),28,--,--,--,底,--,--,--,--,3,--
046592,生物科技學系生物醫學組(桃園),25,--,--,--,--,後,--,--,--,--,3
046602,生物科技學系食品生技組(桃園),42,--,--,--,--,後,--,--,--,--,3
046612,生物醫學工程學系專利醫材組(桃園),13,後,--,--,後,--,--,--,--,3,--
046622,生物醫學工程學系智慧醫療組(桃園),17,後,--,--,--,後,--,--,--,--,3
046632,企業管理學系(青年儲蓄帳戶組．臺北),1,底,--,--,--,--,--,--,--,--,--
046642,風險管理與保險學系(青年儲蓄帳戶組．臺北),1,底,--,--,--,--,--,--,--,--,--
046652,財金法律學系(青年儲蓄帳戶組．臺北),1,底,底,--,--,--,--,--,--,--,--
046662,華語文教學學系(青年儲蓄帳戶組．桃園),1,後,後,--,--,--,--,--,--,--,--
046672,金融科技應用學士學位學程(青年儲蓄帳戶組．桃園),1,底,--,--,底,--,--,--,--,--,--
047012,新聞學系,86,均,均,--,--,--,3,6,--,--,--
047022,廣播電視電影學系廣播組,23,均,均,--,均,--,5,3,--,6,--
